uid,reg_date,device,gender,country,age
30463381,2018-01-02,iOS,F,BRA,17
21777720,2018-02-25,iOS,F,USA,21
34473990,2017-10-03,iOS,M,FRA,15
24357793,2016-10-03,iOS,M,TUR,64
17501147,2018-02-20,iOS,F,TUR,22
99778971,2017-04-30,iOS,F,USA,24
38722971,2017-06-20,and,F,TUR,35
37755415,2017-12-25,iOS,M,BRA,39
19927566,2018-03-10,iOS,M,USA,15
41140645,2018-02-26,and,F,USA,15
87283771,2017-02-17,iOS,M,TUR,15
29363038,2017-12-20,iOS,F,FRA,17
42048621,2018-03-10,iOS,F,TUR,30
24431188,2017-12-26,iOS,M,DEU,29
28460736,2018-02-21,and,F,CAN,15
63844974,2018-02-12,iOS,M,FRA,47
20745789,2018-01-07,iOS,M,BRA,37
44695943,2015-09-17,and,M,BRA,23
88263240,2017-10-31,and,F,FRA,25
42199928,2017-02-26,and,F,USA,26
94248206,2018-03-06,iOS,F,BRA,21
71704597,2017-07-14,and,M,CAN,18
29608224,2015-06-03,iOS,M,FRA,36
57883763,2018-03-08,and,F,USA,23
29245849,2015-10-03,iOS,M,USA,37
40268690,2017-12-20,iOS,F,TUR,16
54173754,2017-09-13,iOS,M,BRA,16
30551830,2018-03-07,and,M,FRA,21
79708697,2018-01-21,and,M,USA,17
13526898,2016-08-26,and,F,DEU,42
75688395,2018-02-19,and,M,BRA,20
66141176,2018-03-14,and,M,DEU,18
72699729,2018-02-16,and,F,USA,17
60772982,2017-03-19,and,M,USA,20
93571264,2015-12-21,and,M,USA,32
59885849,2016-09-24,and,M,FRA,42
75133013,2018-03-03,and,M,BRA,25
82543772,2018-01-08,and,F,DEU,25
45340397,2016-05-30,iOS,M,USA,31
93497831,2017-10-08,and,F,BRA,24
97465312,2017-12-05,and,M,USA,16
42918272,2018-03-01,and,F,USA,32
14628733,2017-11-05,and,F,USA,17
14167361,2016-09-05,iOS,F,USA,18
80352676,2017-10-22,and,F,BRA,15
24836357,2017-09-21,and,M,USA,16
27777482,2018-01-29,iOS,M,TUR,17
42233270,2017-03-31,iOS,M,DEU,22
58294494,2017-09-06,iOS,F,CAN,32
67498079,2018-01-25,and,M,DEU,23
22159866,2018-02-20,iOS,F,USA,22
83060116,2017-10-15,and,M,USA,24
71858981,2017-10-26,and,F,USA,16
73449036,2018-03-04,and,F,BRA,27
19761018,2017-09-29,iOS,F,USA,24
35404002,2017-04-21,and,F,USA,17
47200797,2017-05-16,and,F,BRA,24
39608036,2018-01-28,and,F,USA,15
72147043,2015-08-26,and,F,USA,21
72037795,2015-11-19,iOS,M,USA,15
68873563,2018-01-28,and,F,USA,48
69426645,2017-09-18,iOS,M,USA,21
54435344,2015-07-20,iOS,F,BRA,29
21720702,2018-01-20,and,F,USA,24
98863833,2017-01-26,and,F,USA,31
22326809,2017-10-27,and,F,BRA,21
99189656,2018-03-07,iOS,M,USA,22
76638127,2016-06-06,and,M,BRA,17
70395706,2018-02-10,and,M,BRA,37
64038674,2017-09-12,iOS,F,USA,18
87454780,2018-02-14,and,M,CAN,19
34143420,2016-12-01,iOS,F,USA,23
92298301,2017-10-27,and,F,CAN,21
36193306,2017-04-09,iOS,F,USA,33
12990801,2016-11-23,and,M,DEU,17
80723181,2016-03-26,and,F,BRA,28
48669610,2017-10-24,iOS,F,USA,16
71059565,2017-08-31,iOS,M,TUR,51
83366185,2016-02-17,and,F,DEU,15
24710141,2017-12-22,and,F,BRA,21
39296260,2016-11-06,and,F,BRA,17
28592146,2018-02-18,and,F,BRA,19
44292593,2017-08-15,iOS,F,USA,31
54226159,2018-03-06,iOS,F,FRA,17
52872121,2017-10-15,iOS,M,DEU,32
95593377,2017-11-07,iOS,F,USA,39
18760082,2018-03-06,iOS,M,BRA,30
35113990,2017-09-19,iOS,M,BRA,44
43460454,2016-06-19,and,F,BRA,27
46759940,2016-03-31,and,M,USA,18
25333599,2016-10-27,iOS,F,USA,42
72358197,2017-09-18,and,F,BRA,27
82326965,2017-01-25,and,M,BRA,40
14613572,2017-04-29,and,M,DEU,20
86590904,2017-12-10,and,F,DEU,16
11615736,2017-11-21,and,F,USA,16
78413986,2018-01-23,iOS,M,DEU,33
16110629,2016-10-20,and,M,BRA,18
97023224,2017-04-04,and,F,TUR,41
64984279,2017-07-26,iOS,M,FRA,21
90553079,2018-01-18,and,M,USA,19
15451693,2018-02-04,and,F,CAN,24
72414120,2018-01-03,and,F,DEU,24
99565955,2018-02-07,iOS,F,BRA,28
70598436,2018-03-16,and,M,BRA,16
93588924,2017-04-08,and,F,DEU,32
88234739,2018-01-16,and,M,USA,15
27367458,2017-01-29,iOS,M,DEU,19
51947102,2017-12-02,and,F,BRA,45
70002284,2017-10-25,and,M,USA,26
73019010,2016-03-11,and,M,TUR,22
45337414,2017-06-10,iOS,M,USA,21
56791481,2018-01-10,and,F,BRA,39
85902682,2017-09-18,and,M,USA,39
88377329,2016-12-19,and,F,BRA,24
59304278,2016-03-29,and,F,DEU,39
20318888,2018-01-02,iOS,F,DEU,26
97434265,2017-11-01,and,F,BRA,28
99689501,2018-03-16,and,F,DEU,18
43156197,2018-02-23,iOS,M,USA,49
29928482,2017-07-04,and,M,USA,36
97942212,2017-09-21,and,F,BRA,20
76632830,2017-10-05,and,F,USA,21
80378277,2018-02-25,iOS,F,USA,32
26858819,2017-07-29,iOS,F,USA,15
73366978,2017-09-03,and,M,USA,24
96912733,2015-10-12,and,F,USA,23
89453500,2018-03-14,and,M,DEU,15
60784040,2017-10-19,iOS,M,USA,35
12203874,2017-12-14,iOS,F,CAN,16
19767742,2017-06-17,iOS,F,USA,23
84030804,2018-03-18,and,F,TUR,18
67682995,2017-04-14,and,M,USA,16
89617763,2015-09-09,iOS,M,BRA,16
93153319,2017-12-06,and,M,BRA,55
19857637,2016-04-10,and,M,USA,32
99140530,2018-03-14,iOS,M,BRA,28
84639985,2018-02-21,and,F,USA,30
86223347,2017-12-21,iOS,F,BRA,16
96940166,2015-09-28,iOS,F,USA,26
43795035,2017-06-24,and,M,USA,30
32735657,2018-02-18,iOS,M,BRA,27
19239503,2017-12-01,iOS,F,USA,25
90421763,2018-03-15,iOS,M,BRA,17
25347069,2016-02-03,iOS,F,DEU,15
52639513,2018-01-20,and,M,BRA,62
33045075,2016-12-05,iOS,F,DEU,16
98909668,2018-02-12,iOS,F,FRA,17
35603050,2017-03-04,and,M,TUR,21
44878758,2017-04-14,iOS,M,CAN,27
47017711,2017-04-02,and,M,USA,31
74987800,2016-07-25,iOS,M,USA,15
42925082,2017-08-18,and,F,USA,26
60920251,2018-03-08,and,F,DEU,18
64274805,2017-09-13,iOS,F,USA,32
68213759,2017-10-19,iOS,F,BRA,22
55453562,2018-03-01,iOS,M,USA,22
89795995,2018-02-05,iOS,F,USA,25
56813462,2018-01-17,and,F,USA,19
51055466,2017-08-08,and,M,USA,27
95909508,2017-03-10,and,F,FRA,25
61223753,2017-12-07,and,F,USA,19
93513744,2016-06-19,and,M,BRA,38
86543239,2017-08-11,and,M,DEU,17
86651070,2017-04-20,and,M,USA,18
77517424,2017-11-12,iOS,M,USA,15
12587950,2017-03-11,and,M,FRA,50
43999213,2018-03-13,iOS,F,DEU,20
66916443,2017-01-06,and,F,USA,16
19073273,2015-10-24,and,M,TUR,25
69791248,2016-07-10,and,F,USA,17
94077540,2017-09-19,iOS,F,USA,17
48178686,2017-12-12,iOS,F,USA,27
81858991,2017-12-30,and,M,USA,16
70736140,2017-10-11,and,F,USA,18
99202508,2017-06-04,and,F,DEU,15
88780495,2016-10-19,iOS,F,USA,19
84884020,2016-08-06,and,F,USA,21
74663499,2017-06-06,and,F,USA,18
96843093,2017-09-06,iOS,M,USA,16
82786706,2017-11-01,iOS,M,FRA,20
49992875,2018-01-05,iOS,F,BRA,21
34665854,2017-05-20,and,F,USA,20
68668091,2017-09-02,iOS,M,BRA,17
24647441,2017-10-13,iOS,M,DEU,24
73536056,2017-07-08,iOS,F,USA,34
79542377,2017-11-10,and,M,USA,23
34845579,2017-10-30,and,M,USA,29
60559276,2018-02-25,iOS,F,BRA,27
75640574,2017-07-14,iOS,F,BRA,18
73654625,2016-04-03,and,M,FRA,40
78006914,2018-01-30,and,M,TUR,26
73891047,2017-06-14,iOS,M,DEU,32
31455942,2015-05-22,iOS,F,USA,32
36437840,2017-11-09,and,F,FRA,36
93979877,2017-04-22,and,M,USA,39
48633804,2017-05-11,iOS,F,BRA,16
18985131,2016-05-01,and,M,BRA,24
27551559,2016-09-13,and,F,USA,41
82324286,2018-03-13,and,M,BRA,32
88024187,2017-05-09,and,M,BRA,28
19750050,2017-11-09,iOS,M,BRA,19
30233217,2017-11-11,and,M,USA,19
52093094,2017-07-11,and,M,USA,17
98434258,2016-12-23,and,M,BRA,32
51406856,2017-11-02,and,F,USA,30
45725403,2018-03-14,and,F,USA,22
84315904,2015-10-02,iOS,F,FRA,32
73648382,2017-01-31,and,F,DEU,36
86780708,2015-11-12,iOS,F,BRA,17
85183848,2017-08-01,iOS,F,FRA,23
65272627,2017-12-10,and,F,BRA,30
27347689,2018-01-02,and,M,BRA,15
61178353,2016-01-09,iOS,F,CAN,16
24807463,2016-06-26,and,F,USA,27
85772465,2017-09-24,and,M,USA,37
94513120,2018-02-13,and,F,TUR,16
65414987,2017-09-30,iOS,F,FRA,38
65661028,2017-06-06,iOS,F,CAN,15
72989262,2017-07-28,iOS,F,USA,25
32964720,2017-08-16,and,F,DEU,85
96836095,2017-02-20,and,F,FRA,20
27596952,2017-10-25,iOS,M,USA,16
13188384,2018-02-17,iOS,M,USA,18
33421690,2016-04-14,iOS,M,USA,16
97531876,2017-10-12,and,F,USA,18
38640694,2017-12-18,and,F,BRA,46
51333912,2016-09-27,iOS,F,BRA,20
97590035,2017-04-18,iOS,F,USA,18
68823701,2017-07-18,and,M,BRA,16
97138570,2017-07-20,and,F,BRA,20
63512324,2018-03-03,and,M,USA,31
54618349,2016-12-14,and,F,DEU,20
18127071,2017-09-02,and,F,USA,29
95972182,2017-12-14,and,M,USA,39
67651998,2018-02-20,iOS,M,FRA,15
18492871,2017-09-14,iOS,M,BRA,16
61486709,2016-03-18,and,F,USA,24
20567148,2015-05-28,iOS,M,CAN,28
67419169,2016-12-08,and,M,USA,36
60944329,2017-07-09,and,M,BRA,15
31364463,2017-03-05,and,M,USA,21
36155649,2018-01-29,and,M,BRA,32
45417458,2015-08-14,iOS,F,USA,27
24514786,2015-08-01,and,F,USA,52
74523593,2017-02-15,iOS,M,TUR,34
28628901,2017-11-30,iOS,F,BRA,25
56942241,2016-06-08,and,F,USA,29
61329699,2017-08-02,and,F,BRA,23
33919893,2017-03-03,and,M,DEU,22
74424460,2017-10-01,and,M,USA,17
91107449,2018-01-04,and,F,BRA,20
60426752,2018-03-09,iOS,F,BRA,18
72657451,2017-10-27,iOS,M,USA,15
68193466,2016-10-22,iOS,F,USA,37
51864753,2017-11-25,and,M,FRA,19
23416904,2017-08-25,iOS,F,TUR,17
28002601,2016-11-17,iOS,F,DEU,17
64625422,2017-06-10,and,F,USA,16
27387085,2018-03-18,iOS,F,USA,22
52858911,2017-08-03,iOS,F,USA,18
72197942,2016-11-19,and,F,DEU,28
32214727,2018-03-03,and,M,USA,31
48554195,2017-05-19,and,F,BRA,31
51684887,2016-12-14,and,F,BRA,25
31674648,2017-02-03,iOS,M,USA,34
75621127,2018-02-09,and,M,TUR,23
22310997,2017-12-04,iOS,F,DEU,49
51378565,2017-10-13,and,F,USA,35
96277996,2016-12-06,iOS,M,USA,44
33278488,2017-12-13,iOS,F,BRA,27
52769673,2017-08-11,iOS,F,USA,25
58536441,2018-03-04,and,F,BRA,35
36653948,2017-05-26,and,M,DEU,23
90284223,2017-11-18,iOS,M,BRA,35
92745856,2017-12-09,iOS,M,TUR,16
37923859,2017-05-25,and,M,DEU,17
88666251,2017-04-08,iOS,M,TUR,26
50506575,2017-12-04,iOS,M,USA,15
57403981,2018-02-17,iOS,M,USA,33
96665114,2017-08-01,and,F,CAN,20
39916341,2017-05-13,and,M,DEU,24
71550691,2018-03-18,and,M,USA,34
20718008,2015-07-02,iOS,M,USA,15
96154159,2017-12-20,and,F,BRA,24
83984045,2017-10-11,and,F,USA,16
14295795,2018-01-30,iOS,M,BRA,16
41072791,2017-03-15,and,M,FRA,20
86659689,2017-10-27,and,F,USA,35
33852808,2017-11-19,and,F,CAN,27
90170822,2017-09-30,and,F,USA,28
90365960,2017-11-08,and,M,BRA,20
12125029,2016-08-27,iOS,M,BRA,19
28274618,2016-11-22,and,M,USA,30
83845453,2018-02-17,iOS,M,USA,23
78218801,2017-04-01,and,F,USA,39
31749746,2018-01-26,and,F,CAN,19
21116224,2016-12-24,and,F,CAN,16
55941821,2017-01-20,and,M,TUR,19
61269571,2018-03-06,iOS,F,USA,53
48186846,2017-06-26,iOS,M,BRA,15
86188604,2016-12-08,iOS,F,FRA,28
16615693,2017-05-05,iOS,M,BRA,33
97303413,2015-11-25,and,M,USA,24
69920136,2018-01-20,iOS,M,USA,18
21432934,2017-11-08,and,F,DEU,17
97517611,2018-02-19,and,M,FRA,17
14880170,2017-10-30,and,F,BRA,16
75249597,2016-04-11,iOS,M,BRA,21
30421203,2017-07-19,and,F,BRA,17
82962614,2018-02-22,iOS,M,USA,21
37932182,2017-12-18,and,F,USA,17
48751162,2017-10-20,and,F,TUR,18
69502110,2018-03-03,and,M,CAN,21
98056665,2017-07-23,and,F,TUR,17
51306051,2017-10-20,and,F,BRA,25
85321846,2017-10-13,and,F,FRA,21
76799839,2017-05-28,and,M,BRA,24
89264179,2018-01-29,iOS,F,BRA,21
64718021,2017-08-24,and,F,USA,29
67909255,2016-08-25,iOS,F,USA,49
88925672,2017-07-06,and,M,TUR,52
89661616,2016-10-12,and,F,BRA,15
69291361,2017-11-05,and,F,TUR,23
39108502,2017-02-14,and,M,USA,16
27215658,2017-04-09,iOS,M,BRA,49
24932694,2015-09-18,and,M,USA,24
77286023,2016-08-05,iOS,M,USA,18
44020580,2017-11-07,iOS,M,BRA,32
19841884,2015-03-15,iOS,M,BRA,19
64469743,2017-09-05,and,F,USA,37
43013790,2017-06-08,iOS,M,USA,29
43001074,2017-11-19,iOS,F,BRA,18
91135400,2017-06-04,and,F,USA,44
19287243,2017-12-02,iOS,F,FRA,37
73645402,2016-02-08,and,M,FRA,30
91245521,2017-07-09,and,F,USA,40
21499775,2017-01-12,iOS,M,USA,24
51775759,2017-07-02,and,F,USA,20
58423972,2018-01-05,iOS,M,CAN,18
97327272,2016-12-22,and,M,USA,23
86194467,2017-04-03,iOS,M,DEU,15
87986610,2018-03-16,and,F,DEU,30
63082002,2018-02-18,and,F,FRA,16
94923395,2017-12-20,and,F,BRA,19
60969826,2016-10-13,iOS,F,BRA,20
99174337,2017-02-19,iOS,M,CAN,23
89227972,2018-03-14,iOS,F,USA,38
59306878,2017-12-25,iOS,M,USA,18
77436836,2016-08-01,and,F,USA,15
42268152,2016-10-23,iOS,F,BRA,40
76869248,2016-06-22,and,F,USA,18
73769762,2018-01-26,and,F,BRA,36
88029563,2017-11-30,and,M,USA,24
14067319,2017-07-05,and,F,BRA,15
28052425,2017-04-29,and,M,DEU,32
51253683,2016-12-06,and,F,BRA,20
46027675,2018-01-30,iOS,M,DEU,32
47469691,2018-02-17,and,M,DEU,16
79262562,2018-03-08,and,M,BRA,24
24647863,2018-01-28,and,F,BRA,25
55253066,2017-01-18,iOS,F,TUR,29
89234472,2017-10-20,and,M,USA,15
77164415,2017-04-03,and,M,FRA,18
74428832,2018-02-22,and,M,FRA,17
74843411,2017-09-25,and,F,BRA,20
83440878,2017-12-31,iOS,F,USA,39
81592041,2016-11-15,iOS,M,DEU,19
87990283,2016-04-05,and,F,USA,21
95781945,2018-03-04,and,F,DEU,23
45848926,2018-03-03,iOS,M,FRA,45
91082606,2016-03-19,and,F,USA,27
30406764,2016-12-26,and,F,CAN,31
12823223,2017-07-17,iOS,M,BRA,23
46833301,2017-04-21,iOS,M,DEU,20
58169278,2018-01-03,and,F,TUR,20
57322314,2018-01-01,and,F,CAN,48
34320943,2017-07-30,iOS,M,FRA,24
64329747,2017-09-08,and,F,FRA,19
62340648,2017-08-16,and,F,TUR,18
95354203,2017-07-08,iOS,M,USA,17
25266437,2017-10-13,and,F,USA,18
59266123,2018-01-06,iOS,M,USA,21
77625614,2016-11-13,iOS,M,BRA,16
15485783,2018-03-17,and,F,TUR,61
23262392,2016-02-20,iOS,F,USA,21
35456960,2017-01-18,iOS,M,TUR,15
50981026,2016-07-17,and,M,DEU,16
67406593,2017-09-03,iOS,M,TUR,16
36443237,2018-02-12,and,F,USA,17
54021196,2018-02-15,and,M,USA,22
16325380,2018-03-06,iOS,M,TUR,20
89080106,2018-03-12,iOS,M,FRA,17
52273403,2016-09-30,and,F,BRA,19
46898846,2017-12-29,and,M,USA,25
67534876,2017-06-30,and,M,DEU,32
71105181,2017-10-20,and,F,BRA,21
37554773,2017-12-27,iOS,M,DEU,17
84848216,2016-01-09,and,M,BRA,28
60901283,2018-01-28,and,M,FRA,19
26238438,2016-09-13,and,F,USA,19
41684312,2018-01-18,and,M,USA,35
19793725,2016-12-17,and,F,DEU,18
48877545,2016-04-05,and,M,USA,16
64423867,2018-02-19,and,M,BRA,20
56272334,2017-09-30,iOS,M,CAN,16
64039515,2018-03-06,iOS,F,BRA,21
64906725,2017-10-25,iOS,M,BRA,16
51946319,2017-09-27,and,F,BRA,19
57648035,2017-06-18,iOS,F,USA,29
12785871,2018-03-17,and,F,FRA,33
69143278,2017-11-29,iOS,M,FRA,19
33568965,2018-01-27,and,M,DEU,36
51121894,2017-05-30,and,F,FRA,43
19874308,2016-10-22,iOS,F,TUR,20
90235614,2016-02-04,and,M,USA,17
53718741,2017-08-14,and,M,USA,19
22903089,2017-10-11,iOS,F,DEU,39
40051951,2018-01-01,iOS,M,BRA,16
92582832,2017-06-12,and,M,DEU,15
91959363,2018-03-12,iOS,F,FRA,15
71742499,2016-07-30,iOS,F,DEU,16
78445839,2017-11-16,and,M,BRA,19
65619977,2015-04-22,iOS,M,USA,25
79439751,2016-12-29,iOS,F,BRA,20
61859558,2018-02-11,iOS,M,USA,18
41695063,2017-08-14,iOS,M,FRA,20
91733741,2016-10-26,and,F,FRA,33
30655651,2018-01-10,and,F,BRA,23
25505466,2017-12-24,and,F,BRA,48
97981011,2018-03-03,iOS,F,DEU,18
96295692,2018-01-19,and,M,FRA,31
68836712,2018-03-01,and,M,CAN,16
40970486,2017-03-02,iOS,M,USA,18
88249815,2016-11-27,and,M,USA,15
22943720,2016-12-17,and,M,USA,65
45205181,2017-03-24,and,M,BRA,16
73626133,2018-01-11,and,M,BRA,17
40660080,2018-03-13,and,F,USA,21
37401294,2017-12-23,and,M,USA,15
95071909,2018-03-06,and,M,FRA,17
86617542,2017-11-05,and,F,USA,27
42949209,2016-12-22,iOS,F,DEU,21
33582289,2018-01-23,and,F,TUR,20
69990368,2018-03-16,and,F,USA,37
33781575,2017-05-24,and,M,USA,16
59457386,2017-01-12,and,M,USA,17
38810802,2016-11-24,iOS,F,USA,16
25676196,2017-04-06,iOS,F,USA,38
68378129,2016-01-30,iOS,M,DEU,26
28945097,2018-03-05,and,F,USA,47
79275498,2018-03-12,iOS,F,USA,19
58113273,2018-03-09,iOS,M,TUR,22
77137214,2016-07-23,iOS,F,USA,43
79344982,2017-07-06,iOS,F,DEU,22
45237534,2018-02-13,and,F,USA,33
74178224,2018-03-18,and,M,TUR,16
77260601,2015-08-22,and,M,USA,34
59960121,2017-11-06,and,F,BRA,15
15784087,2017-08-23,and,M,BRA,15
27787787,2016-10-28,and,F,FRA,37
47936440,2016-06-23,iOS,F,BRA,18
88881671,2016-07-27,iOS,M,USA,18
73260818,2016-10-19,and,M,USA,17
37393933,2016-03-15,and,M,USA,23
71617360,2017-12-24,and,M,DEU,17
46211248,2016-09-05,and,F,USA,20
84823166,2017-10-01,iOS,M,CAN,29
35726919,2016-09-04,iOS,F,DEU,20
49723759,2018-02-01,and,F,DEU,34
77559474,2017-12-02,iOS,M,DEU,46
81861418,2017-12-28,and,M,DEU,21
57904652,2017-08-30,iOS,F,USA,15
46939603,2017-06-29,iOS,M,FRA,26
83540421,2018-02-06,iOS,M,TUR,16
79992044,2017-10-20,iOS,F,BRA,17
52175239,2018-02-02,and,F,USA,17
36139840,2016-09-07,and,M,BRA,19
93716228,2017-06-21,and,M,USA,18
24440205,2018-02-18,and,F,DEU,16
11805747,2017-04-10,iOS,M,USA,15
27105577,2017-12-15,and,M,USA,20
21793273,2017-09-15,and,F,BRA,17
58115939,2017-09-22,iOS,F,USA,18
71066298,2017-11-17,iOS,F,DEU,23
86837578,2017-10-30,iOS,M,CAN,50
17874715,2016-11-12,iOS,M,BRA,18
53352069,2018-01-14,iOS,F,BRA,15
66670113,2017-12-21,and,M,USA,15
77747748,2016-09-26,iOS,F,USA,24
82323566,2016-09-27,iOS,F,USA,19
42058813,2016-11-16,iOS,F,DEU,18
82740008,2016-01-12,iOS,F,BRA,31
90546061,2016-04-08,and,M,USA,25
43208103,2017-02-10,iOS,M,USA,23
91631277,2017-12-14,and,F,BRA,21
42922611,2016-09-18,iOS,M,BRA,35
28831006,2018-01-05,and,F,USA,23
24059441,2018-02-09,and,M,FRA,15
54262666,2018-01-20,iOS,M,USA,22
46140960,2017-12-15,iOS,F,TUR,16
32714007,2017-01-26,iOS,F,USA,46
47688472,2017-07-26,iOS,M,USA,40
94415420,2018-02-01,and,M,TUR,41
97607911,2018-03-07,iOS,M,USA,63
91097408,2017-10-21,iOS,M,USA,23
18624767,2016-05-12,and,F,USA,32
74299538,2017-07-26,iOS,M,DEU,23
51694367,2017-11-28,and,F,TUR,16
92563137,2017-11-23,iOS,F,BRA,25
12861280,2018-01-15,and,F,BRA,28
31898754,2017-12-21,and,M,USA,38
46988538,2018-02-08,iOS,F,USA,24
49872025,2015-06-20,iOS,F,USA,15
47342222,2016-06-25,and,F,USA,35
75813868,2017-11-15,iOS,M,USA,15
68307213,2016-08-25,and,F,USA,38
50088357,2018-01-24,iOS,M,USA,17
27221813,2016-09-12,and,M,USA,18
64642096,2017-09-01,iOS,F,BRA,16
30893937,2018-01-04,iOS,M,BRA,19
82730248,2016-01-16,and,M,FRA,37
69516612,2017-09-25,and,F,USA,34
28556220,2016-07-14,and,M,TUR,39
43836547,2017-02-26,and,F,DEU,15
87979746,2017-08-05,and,M,USA,16
56669164,2016-08-28,iOS,F,USA,25
55889251,2017-01-16,and,M,FRA,25
70038073,2018-03-15,and,F,DEU,20
35488698,2017-11-11,iOS,M,BRA,15
47511657,2016-06-04,iOS,F,USA,28
16975878,2017-07-04,and,M,BRA,18
56837410,2017-10-15,and,M,BRA,32
44603831,2017-11-25,and,F,TUR,20
64287257,2017-10-18,iOS,M,USA,33
12832129,2017-01-02,and,M,BRA,21
51356093,2016-12-14,and,F,TUR,15
46689534,2017-09-27,iOS,M,BRA,19
69057776,2017-05-23,iOS,F,USA,17
35655861,2017-10-07,iOS,M,USA,27
40292921,2016-03-23,and,F,USA,15
15783692,2018-02-12,and,M,DEU,28
89313547,2017-03-31,and,M,FRA,20
70135350,2016-09-15,and,M,TUR,35
69047628,2017-10-19,iOS,M,CAN,15
87283773,2018-03-18,and,M,BRA,22
93334344,2018-03-16,and,M,TUR,18
65423608,2017-09-12,and,M,TUR,26
85108436,2016-11-01,and,F,DEU,15
34500088,2017-10-26,iOS,F,BRA,21
48804889,2017-10-19,iOS,M,BRA,35
56899782,2015-09-02,and,M,TUR,19
48785165,2017-07-10,iOS,M,FRA,21
27056198,2018-01-06,iOS,F,FRA,20
69742976,2017-10-04,iOS,M,USA,15
45605860,2018-02-20,and,M,USA,54
43513425,2017-10-14,and,F,DEU,15
96138982,2016-11-30,and,M,FRA,15
28324138,2018-01-17,iOS,F,USA,18
54515369,2017-11-22,iOS,F,USA,17
13841875,2016-12-29,iOS,M,FRA,25
99041258,2016-08-03,iOS,F,USA,18
82001615,2018-02-13,and,F,BRA,34
98050901,2017-08-20,iOS,F,DEU,24
33123023,2018-02-19,and,F,CAN,18
13336923,2018-03-08,iOS,F,USA,19
24693414,2018-03-06,iOS,M,FRA,26
35288700,2018-03-13,iOS,M,USA,51
97679345,2017-12-16,iOS,M,USA,15
25425871,2016-09-27,iOS,F,USA,17
98058536,2015-10-18,iOS,F,FRA,25
64951069,2016-05-12,and,M,BRA,17
67869469,2017-11-11,and,F,TUR,17
35791137,2017-05-20,iOS,M,USA,15
54787205,2018-02-20,and,F,CAN,18
43817745,2017-12-13,iOS,M,USA,29
25123345,2017-03-14,and,M,BRA,44
51324039,2017-07-10,and,F,BRA,19
98560753,2018-01-22,and,F,TUR,20
33187957,2017-07-11,and,F,USA,26
83254274,2015-09-10,iOS,M,BRA,16
36614383,2017-12-19,and,M,FRA,20
72371296,2016-09-05,iOS,F,USA,32
65351793,2017-05-18,and,F,BRA,27
85375666,2016-03-08,iOS,F,BRA,20
38012306,2018-02-26,iOS,F,USA,18
59122745,2017-09-16,iOS,F,USA,22
28526036,2017-11-16,and,M,USA,18
39863573,2017-08-26,iOS,M,USA,42
77952571,2017-07-14,and,M,USA,22
62270340,2016-03-17,iOS,F,USA,15
87686867,2018-01-13,iOS,F,CAN,38
94736389,2017-05-11,and,M,TUR,29
53849984,2017-05-21,iOS,F,CAN,43
41847971,2017-11-16,iOS,M,BRA,16
35326872,2018-01-21,iOS,F,USA,60
43317222,2017-12-20,and,M,FRA,29
64991765,2017-05-08,and,F,USA,17
22676730,2018-02-01,iOS,M,FRA,15
47735774,2018-02-08,and,M,CAN,24
12790118,2017-09-11,and,M,BRA,46
94166893,2017-01-27,and,F,USA,20
70804073,2016-12-05,iOS,F,USA,17
66938483,2018-03-11,and,M,USA,17
29463323,2017-04-22,and,F,USA,24
49879169,2018-03-09,and,F,TUR,19
48953064,2017-07-03,iOS,F,TUR,46
45796147,2015-12-27,and,F,USA,21
87274985,2017-08-21,iOS,M,TUR,15
79868164,2018-03-10,and,F,BRA,18
12573816,2017-06-18,and,F,BRA,18
82751742,2018-03-16,iOS,M,USA,17
66973672,2017-08-14,iOS,F,USA,36
29007955,2017-04-16,and,F,CAN,21
56204804,2018-02-20,iOS,M,USA,16
55342194,2017-11-19,and,M,USA,18
92098854,2017-05-06,and,F,DEU,43
24739320,2018-01-26,and,F,FRA,32
11778377,2016-11-04,and,M,USA,15
54612785,2018-01-31,iOS,M,TUR,15
77160698,2016-08-04,and,F,BRA,28
15305691,2018-02-14,and,M,USA,33
27319580,2017-11-29,iOS,F,BRA,17
43086767,2016-11-17,and,F,BRA,38
54790175,2016-12-25,and,F,USA,18
42544207,2018-01-15,iOS,F,USA,39
65543862,2016-08-19,and,M,USA,16
96584236,2016-03-26,and,M,USA,19
96636466,2015-11-20,iOS,F,DEU,33
15832768,2017-12-08,and,M,DEU,32
35504809,2017-04-10,iOS,F,USA,19
55687503,2015-07-15,and,M,USA,20
46851913,2017-07-15,and,M,BRA,28
51225274,2017-09-25,and,F,USA,32
81125468,2017-05-01,and,F,USA,21
20067866,2017-12-01,and,F,USA,33
29908026,2017-11-07,and,F,USA,15
78765266,2018-03-18,and,F,BRA,22
21115399,2016-04-30,iOS,M,USA,16
42933577,2017-07-21,iOS,F,USA,51
55674533,2018-01-20,iOS,M,FRA,19
67395078,2018-03-06,iOS,F,USA,30
81447869,2018-01-12,and,M,DEU,33
69964878,2016-08-30,iOS,F,CAN,15
48743823,2017-03-13,iOS,M,USA,15
66588459,2018-03-10,iOS,M,FRA,19
46226071,2017-07-19,iOS,F,TUR,15
24058663,2018-01-17,iOS,F,TUR,28
33399540,2017-02-09,iOS,M,DEU,28
87942005,2016-12-18,and,F,FRA,28
46909741,2017-07-26,and,M,CAN,25
